L,lam,Tsteps,steps,tot_steps,avg_sgn,avg_sgn_std,avg_q,max_q,a,a_std,a2,a2_std,aCorr,aCorr_std,aEint,aEint_std,aFint,aFint_std,b,b_std,b2,b2_std,bCorr,bCorr_std,bEint,bEint_std,bFint,bFint_std,REab,REab_std,IMab,IMab_std,abCorr,abCorr_std,abEint,abEint_std,abFint,abFint_std,h,h_std,h2,h2_std,hDiag,hDiag_std,hDiag2,hDiag2_std,hOffdiag,hOffdiag_std,hOffdiag2,hOffdiag2_std,zmag,zmag_std,hDiagCorr,hDiagCorr_std,hDiagEint,hDiagEint_std,hDiagFint,hDiagFint_std,hOffdiagCorr,hOffdiagCorr_std,hOffdiagEint,hOffdiagEint_std,hOffdiagFint,hOffdiagFint_std,diagES,diagES_std,diagFS,diagFS_std,offDiagES,offDiagES_std,offDiagFS,offDiagFS_std,Cv,Cv_std,a_therm,a2_therm,aCorr_therm,aEint_therm,aFint_therm,b_therm,b2_therm,bCorr_therm,bEint_therm,bFint_therm,ab_therm,abCorr_therm,abEint_therm,abFint_therm,h_therm,h2_therm,hDiag_therm,hDiag2_therm,hOffdiag_therm,hOffdiag2_therm,zmag_therm,hDiagCorr_therm,hDiagEint_therm,hDiagFint_therm,hOffdiagCorr_therm,hOffdiagEint_therm,hOffdiagFint_therm,diagES_therm,diagFS_therm,offDiagES_therm,offDiagFS_therm,Cv_therm,tot_cpu_time (s),wall_time (s)
3,0.5,10000000,400000000,40000000000,1,0,0.9199835,16,1.14126706,0.000717998,2.42438635,0.003981364,1.68334782,0.001879446,1.89987216,0.002401039,0.222991397,0.000246804,-0.045918541,0.000733909,1.53479688,0.037181386,0.133181394,0.004320647,0.430406619,0.008634583,0.030442486,0.000730384,-0.011442048,0.001685896,-0.132647998,0.011553321,-0.043451222,0.001433494,-0.031850712,0.001219103,-0.00496154,0.000174624,-11.8724228,0.000902082,143.662459,0.017747315,-10.9531945,0.001120106,125.022781,0.019561443,-0.9192283,0.000858783,3.06159825,0.005739812,0.000759833,0.000668809,123.251711,0.017264558,123.728326,0.017750181,15.433158,0.002179628,1.29052863,0.009858875,1.76714315,0.008588652,0.188010108,0.001162877,3.75585615,0.008245447,0.436599233,0.001110095,0.922162482,0.007418465,0.082387524,0.001020153,2.70803591,0.004856212,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,52734.06,510.730052
